SPY (SPDR S&P 500 ETF Trust),337.6,0.54
Feb 17 2020 @ 11:28 ET,Bid,0,Ask,0,Size,0x0,Vol,64582210
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Puts,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int
04/17/2020,SPY200417C00342000,4,0.1,4.02,4.06,1305,0.1087,0.3884,0.0253,12140,342.000,SPY200417P00342000,8.88,-0.535,8.65,8.76,3,0.1102,-0.6064,0.0249,475
04/17/2020,SPY200417C00343000,3.51,0.055,3.56,3.6,1328,0.1068,0.3611,0.0251,7401,343.000,SPY200417P00343000,9.36,-0.635,9.23,9.33,92,0.1091,-0.6323,0.0247,222
04/17/2020,SPY200417C00344000,3.03,-0.02,3.14,3.17,547,0.105,0.3338,0.0248,10342,344.000,SPY200417P00344000,10.21,0,9.78,9.93,0,0.1074,-0.6589,0.0244,94
04/17/2020,SPY200417C00345000,2.78,0.1,2.75,2.79,860,0.1034,0.3069,0.0244,18746,345.000,SPY200417P00345000,10.7,-0.545,10.45,10.57,92,0.1067,-0.6836,0.0238,374
04/17/2020,SPY200417C00346000,2.38,0.035,2.4,2.43,3371,0.1019,0.2804,0.0237,186928,346.000,SPY200417P00346000,11.52,0,11.05,11.24,0,0.1051,-0.7096,0.0232,218
04/17/2020,SPY200417C00347000,2.02,-0.025,2.09,2.11,267,0.1005,0.2548,0.0229,6385,347.000,SPY200417P00347000,12.72,0.085,11.73,11.97,24,0.1044,-0.7332,0.0224,203
04/17/2020,SPY200417C00348000,1.81,0.045,1.8,1.83,456,0.0993,0.2301,0.0219,9869,348.000,SPY200417P00348000,13.21,0,12.46,12.71,0,0.1039,-0.7557,0.0215,88
04/17/2020,SPY200417C00349000,1.52,-0.005,1.55,1.58,26,0.0982,0.2067,0.0209,11871,349.000,SPY200417P00349000,15.19,0,13.19,13.5,0,0.1034,-0.7771,0.0205,80
04/17/2020,SPY200417C00350000,1.34,0.025,1.34,1.36,9158,0.0974,0.1852,0.0197,38220,350.000,SPY200417P00350000,14.96,-0.01,13.99,14.3,61,0.1034,-0.7964,0.0194,1468
04/17/2020,SPY200417C00351000,1.13,-0.005,1.14,1.17,530,0.0966,0.1647,0.0184,1455,351.000,SPY200417P00351000,15.36,0,14.8,15.14,0,0.1036,-0.8141,0.0183,29
04/17/2020,SPY200417C00352000,0.98,0.005,0.98,1,271,0.096,0.1461,0.0171,25574,352.000,SPY200417P00352000,16.25,0,15.63,16,0,0.1039,-0.8305,0.0172,11
04/17/2020,SPY200417C00353000,0.83,-0.005,0.84,0.86,195,0.0957,0.1294,0.0158,2484,353.000,SPY200417P00353000,16.95,0,16.48,16.9,0,0.1047,-0.8446,0.0161,30
04/17/2020,SPY200417C00354000,0.7,-0.025,0.72,0.74,1089,0.0955,0.1144,0.0145,1606,354.000,SPY200417P00354000,21.02,0,17.36,17.82,0,0.1058,-0.8567,0.0151,2
04/17/2020,SPY200417C00355000,0.56,-0.065,0.61,0.63,74,0.0951,0.1002,0.0133,5781,355.000,SPY200417P00355000,18.76,-0.57,18.25,18.74,36,0.107,-0.8679,0.0141,12
04/17/2020,SPY200417C00356000,0.52,-0.015,0.52,0.54,4,0.095,0.0879,0.0121,32309,356.000,SPY200417P00356000,20.31,0.07,19.17,19.64,1,0.1079,-0.8786,0.0131,2
04/17/2020,SPY200417C00357000,0.43,-0.025,0.44,0.46,104,0.0949,0.0767,0.0109,41342,357.000,SPY200417P00357000,21.36,0,20.1,20.59,0,0.1096,-0.8869,0.0123,1
04/17/2020,SPY200417C00358000,0.36,-0.035,0.38,0.4,1,0.0952,0.0677,0.0099,12876,358.000,SPY200417P00358000,25.63,0,21.04,21.54,0,0.1115,-0.8941,0.0115,1
04/17/2020,SPY200417C00359000,0.31,-0.035,0.33,0.34,8,0.0954,0.0593,0.0089,23567,359.000,SPY200417P00359000,23.41,0.3,21.97,22.51,1,0.1133,-0.9008,0.0107,1
04/17/2020,SPY200417C00360000,0.26,-0.035,0.28,0.29,920,0.0955,0.0515,0.0079,11285,360.000,SPY200417P00360000,24.12,0.075,22.93,23.48,1,0.1156,-0.906,0.0101,31
04/17/2020,SPY200417C00361000,0.23,-0.025,0.24,0.25,735,0.0959,0.0451,0.0071,872,361.000,SPY200417P00361000,0,0,23.9,24.45,0,0.1179,-0.9108,0.0095,0
04/17/2020,SPY200417C00362000,0.19,-0.035,0.21,0.22,11,0.0965,0.0398,0.0064,605,362.000,SPY200417P00362000,0,0,24.87,25.42,0,0.1203,-0.9151,0.009,0
04/17/2020,SPY200417C00363000,0.17,-0.025,0.17,0.19,1,0.0965,0.0343,0.0057,1658,363.000,SPY200417P00363000,0,0,25.85,26.4,0,0.123,-0.9185,0.0085,0
04/17/2020,SPY200417C00364000,0.18,0,0.15,0.16,0,0.0969,0.0299,0.005,322,364.000,SPY200417P00364000,0,0,26.84,27.38,0,0.126,-0.9211,0.0081,0
04/17/2020,SPY200417C00365000,0.12,-0.025,0.13,0.14,6,0.0975,0.0262,0.0045,455,365.000,SPY200417P00365000,0,0,27.82,28.37,0,0.1287,-0.9239,0.0077,0
04/17/2020,SPY200417C00366000,0.11,-0.015,0.11,0.12,6,0.0977,0.0226,0.004,488,366.000,SPY200417P00366000,0,0,28.81,29.36,0,0.1317,-0.926,0.0073,0
04/17/2020,SPY200417C00367000,0.1,-0.015,0.1,0.11,10,0.099,0.0206,0.0036,703,367.000,SPY200417P00367000,0,0,29.8,30.35,0,0.1347,-0.9281,0.007,0
04/17/2020,SPY200417C00368000,0.09,-0.005,0.08,0.09,4,0.0989,0.0173,0.0031,10419,368.000,SPY200417P00368000,0,0,30.8,31.33,0,0.1376,-0.93,0.0067,0
04/17/2020,SPY200417C00369000,0.05,0,0.07,0.08,0,0.0997,0.0154,0.0028,437,369.000,SPY200417P00369000,0,0,31.79,32.32,0,0.1405,-0.9319,0.0064,0
04/17/2020,SPY200417C00370000,0.07,-0.005,0.06,0.07,12,0.1002,0.0134,0.0025,561,370.000,SPY200417P00370000,33.86,-0.03,32.77,33.32,10,0.1432,-0.9339,0.0062,10
04/17/2020,SPY200417C00371000,0.07,0,0.06,0.07,0,0.1028,0.0132,0.0024,416,371.000,SPY200417P00371000,0,0,33.77,34.32,0,0.1467,-0.9348,0.0059,0
04/17/2020,SPY200417C00372000,0.05,-0.005,0.05,0.06,1,0.1028,0.0111,0.002,680,372.000,SPY200417P00372000,0,0,34.76,35.31,0,0.1495,-0.9365,0.0057,0
04/17/2020,SPY200417C00373000,0.05,-0.005,0.04,0.05,10,0.1028,0.0094,0.0018,376,373.000,SPY200417P00373000,0,0,35.76,36.31,0,0.1528,-0.9373,0.0055,0
04/17/2020,SPY200417C00374000,0.05,0,0.04,0.05,0,0.1049,0.0091,0.0017,287,374.000,SPY200417P00374000,0,0,36.75,37.3,0,0.1555,-0.9389,0.0053,0
04/17/2020,SPY200417C00375000,0.04,-0.005,0.03,0.04,4,0.104,0.0072,0.0014,43,375.000,SPY200417P00375000,62.23,0,37.75,38.3,0,0.1589,-0.9396,0.0051,0
04/17/2020,SPY200417C00376000,0.04,0,0.03,0.04,0,0.1061,0.007,0.0013,225,376.000,SPY200417P00376000,0,0,38.75,39.3,0,0.1622,-0.9403,0.005,0
04/17/2020,SPY200417C00377000,0.03,-0.005,0.03,0.04,6,0.1082,0.0068,0.0013,438,377.000,SPY200417P00377000,0,0,39.73,40.3,0,0.1648,-0.9418,0.0048,0
04/17/2020,SPY200417C00378000,0.02,0,0.02,0.03,0,0.1064,0.0051,0.001,1776,378.000,SPY200417P00378000,0,0,40.73,41.3,0,0.1681,-0.9424,0.0047,0
04/17/2020,SPY200417C00379000,0.03,0,0.02,0.03,0,0.1091,0.0051,0.001,434,379.000,SPY200417P00379000,0,0,41.73,42.3,0,0.1713,-0.943,0.0045,0
04/17/2020,SPY200417C00380000,0.03,0,0.02,0.03,0,0.1111,0.005,0.0009,47,380.000,SPY200417P00380000,69.22,0,42.73,43.3,0,0.1745,-0.9436,0.0044,0
04/17/2020,SPY200417C00381000,0.02,0,0.02,0.03,0,0.1148,0.0054,0.001,125,381.000,SPY200417P00381000,0,0,43.72,44.29,0,0.1771,-0.9449,0.0043,0
04/17/2020,SPY200417C00382000,0.02,-0.005,0.01,0.02,400,0.109,0.003,0.0006,555,382.000,SPY200417P00382000,58.35,0,44.72,45.29,0,0.1802,-0.9454,0.0042,1
04/17/2020,SPY200417C00383000,0.02,0,0.01,0.02,0,0.1108,0.0029,0.0006,428,383.000,SPY200417P00383000,0,0,45.72,46.29,0,0.1834,-0.9459,0.0041,0
04/17/2020,SPY200417C00384000,0.02,0,0.01,0.02,0,0.1138,0.0031,0.0006,860,384.000,SPY200417P00384000,0,0,46.72,47.29,0,0.1866,-0.9464,0.004,0
04/17/2020,SPY200417C00385000,0.02,0,0.01,0.02,0,0.1158,0.003,0.0006,2137,385.000,SPY200417P00385000,57.14,0,47.71,48.28,0,0.189,-0.9476,0.0038,1
04/17/2020,SPY200417C00386000,0.02,0,0.01,0.02,0,0.1188,0.0032,0.0006,113,386.000,SPY200417P00386000,0,0,48.71,49.28,0,0.1922,-0.948,0.0037,0
04/17/2020,SPY200417C00387000,0.01,0,0.01,0.02,0,0.1206,0.0031,0.0006,1223,387.000,SPY200417P00387000,73.5,0,49.71,50.28,0,0.1952,-0.9485,0.0037,0
04/17/2020,SPY200417C00388000,0.01,0,0.01,0.02,0,0.1208,0.0027,0.0005,402,388.000,SPY200417P00388000,0,0,50.71,51.28,0,0.1984,-0.9489,0.0036,0
04/17/2020,SPY200417C00389000,0.02,0,0.01,0.02,0,0.1246,0.003,0.0005,18,389.000,SPY200417P00389000,0,0,51.7,52.28,0,0.2011,-0.9496,0.0035,0
04/17/2020,SPY200417C00390000,0.01,-0.005,0,0.01,1,0.1127,0.001,0.0002,22,390.000,SPY200417P00390000,0,0,52.7,53.27,0,0.2038,-0.9503,0.0034,0
04/17/2020,SPY200417C00391000,0.01,0,0,0.01,0,0.1143,0.0009,0.0002,16,391.000,SPY200417P00391000,0,0,53.7,54.27,0,0.2069,-0.9507,0.0033,0
04/17/2020,SPY200417C00392000,0.01,0,0,0.01,0,0.1164,0.001,0.0002,411,392.000,SPY200417P00392000,0,0,54.7,55.27,0,0.2099,-0.951,0.0033,0
04/17/2020,SPY200417C00393000,0.01,0,0,0.01,0,0.1177,0.0009,0.0002,201,393.000,SPY200417P00393000,0,0,55.7,56.27,0,0.213,-0.9514,0.0032,0
04/17/2020,SPY200417C00394000,0.01,0,0,0.01,0,0.1194,0.0009,0.0002,1,394.000,SPY200417P00394000,0,0,56.69,57.27,0,0.2156,-0.952,0.0031,0
04/17/2020,SPY200417C00395000,0.01,0,0,0.01,0,0.1212,0.0009,0.0002,26,395.000,SPY200417P00395000,0,0,57.69,58.26,0,0.2182,-0.9526,0.003,0
04/17/2020,SPY200417C00396000,0.01,0,0,0.01,0,0.1229,0.0009,0.0002,1,396.000,SPY200417P00396000,0,0,58.69,59.26,0,0.2212,-0.9529,0.003,0
04/17/2020,SPY200417C00397000,0.01,0,0,0.01,0,0.1244,0.0008,0.0002,1,397.000,SPY200417P00397000,0,0,59.69,60.26,0,0.2242,-0.9532,0.0029,0
04/17/2020,SPY200417C00398000,0.01,0,0,0.01,0,0.1259,0.0008,0.0002,401,398.000,SPY200417P00398000,0,0,60.69,61.26,0,0.2272,-0.9535,0.0029,0
04/17/2020,SPY200417C00399000,0.01,0,0,0.01,0,0.1275,0.0008,0.0001,1300,399.000,SPY200417P00399000,0,0,61.69,62.26,0,0.2301,-0.9538,0.0028,0
04/17/2020,SPY200417C00400000,0.01,0,0,0.01,0,0.1282,0.0007,0.0001,811,400.000,SPY200417P00400000,63.98,0,62.68,63.25,0,0.2323,-0.9546,0.0028,1
05/15/2020,SPY200515C00080000,0,0,257.63,258.13,0,3.1904,0.9519,0.0002,0,80.000,SPY200515P00080000,0,0,0,0.01,0,0.858,-0.0002,0,0
05/15/2020,SPY200515C00085000,0,0,252.64,253.14,0,2.9451,0.9494,0.0002,0,85.000,SPY200515P00085000,0,0,0,0.01,0,0.8233,-0.0002,0,0
05/15/2020,SPY200515C00090000,0,0,247.65,248.14,0,2.7268,0.9473,0.0002,0,90.000,SPY200515P00090000,0,0,0,0.01,0,0.7641,-0.0001,0,0
05/15/2020,SPY200515C00095000,0,0,242.66,243.15,0,2.5319,0.9456,0.0002,0,95.000,SPY200515P00095000,0,0,0,0.01,0,0.7526,-0.0002,0,0
05/15/2020,SPY200515C00100000,0,0,237.67,238.16,0,2.3565,0.9443,0.0003,0,100.000,SPY200515P00100000,0.01,0,0,0.01,0,0.6899,-0.0001,0,21
05/15/2020,SPY200515C00105000,0,0,232.68,233.17,0,2.1979,0.9434,0.0003,0,105.000,SPY200515P00105000,0,0,0,0.01,0,0.6898,-0.0002,0,0
05/15/2020,SPY200515C00110000,0,0,227.68,228.18,0,2.0534,0.9427,0.0003,0,110.000,SPY200515P00110000,0,0,0,0.01,0,0.6584,-0.0002,0,0
05/15/2020,SPY200515C00115000,0,0,222.69,223.19,0,1.9218,0.9423,0.0003,0,115.000,SPY200515P00115000,0,0,0,0.01,0,0.6271,-0.0001,0,0
05/15/2020,SPY200515C00120000,0,0,217.7,218.2,0,1.8012,0.9421,0.0004,0,120.000,SPY200515P00120000,0,0,0,0.01,0,0.5957,-0.0001,0,0
05/15/2020,SPY200515C00125000,0,0,212.71,213.21,0,1.6904,0.9421,0.0004,0,125.000,SPY200515P00125000,0.02,0,0,0.01,0,0.5644,-0.0001,0,101
05/15/2020,SPY200515C00130000,0,0,207.72,208.21,0,1.5878,0.9422,0.0004,0,130.000,SPY200515P00130000,0.01,0,0,0.01,0,0.5643,-0.0002,0,1087
05/15/2020,SPY200515C00135000,0,0,202.73,203.22,0,1.4931,0.9425,0.0004,0,135.000,SPY200515P00135000,0.02,0,0,0.01,0,0.533,-0.0002,0,54
05/15/2020,SPY200515C00140000,0,0,197.74,198.23,0,1.4052,0.9428,0.0005,0,140.000,SPY200515P00140000,0.01,0,0.01,0.02,0,0.5664,-0.0005,0,4510
05/15/2020,SPY200515C00145000,189.05,0,192.75,193.24,0,1.3235,0.9433,0.0005,3,145.000,SPY200515P00145000,0.02,0,0.01,0.02,0,0.5448,-0.0006,0,254
05/15/2020,SPY200515C00150000,0,0,187.75,188.25,0,1.2468,0.9439,0.0005,0,150.000,SPY200515P00150000,0.02,0,0.01,0.02,0,0.5217,-0.0005,0,277
05/15/2020,SPY200515C00155000,0,0,182.76,183.26,0,1.1754,0.9445,0.0005,0,155.000,SPY200515P00155000,0.02,0,0.01,0.02,0,0.5027,-0.0006,0,1871
05/15/2020,SPY200515C00160000,0,0,177.77,178.27,0,1.1087,0.9451,0.0006,0,160.000,SPY200515P00160000,0.04,0,0.02,0.03,0,0.5036,-0.0009,0,2513
05/15/2020,SPY200515C00165000,0,0,172.79,173.28,0,1.0463,0.9458,0.0006,0,165.000,SPY200515P00165000,0.03,0,0.02,0.03,0,0.4855,-0.001,0,1507
05/15/2020,SPY200515C00170000,158.67,0,167.8,168.29,0,0.9873,0.9465,0.0006,3,170.000,SPY200515P00170000,0.03,0,0.03,0.04,0,0.48,-0.0013,0.0001,1652
05/15/2020,SPY200515C00175000,0,0,162.81,163.3,0,0.9317,0.9472,0.0006,0,175.000,SPY200515P00175000,0.04,0,0.04,0.05,0,0.4726,-0.0017,0.0001,420
05/15/2020,SPY200515C00180000,0,0,157.82,158.32,0,0.8795,0.9479,0.0007,0,180.000,SPY200515P00180000,0.04,-0.005,0.04,0.05,3,0.4546,-0.0018,0.0001,899
05/15/2020,SPY200515C00185000,0,0,152.84,153.33,0,0.8302,0.9486,0.0007,0,185.000,SPY200515P00185000,0.05,-0.005,0.05,0.06,2,0.4456,-0.0023,0.0001,1251
05/15/2020,SPY200515C00190000,0,0,147.85,148.34,0,0.7833,0.9493,0.0007,0,190.000,SPY200515P00190000,0.06,0,0.06,0.07,0,0.4347,-0.0028,0.0001,4188
05/15/2020,SPY200515C00195000,0,0,142.86,143.36,0,0.7391,0.9499,0.0008,0,195.000,SPY200515P00195000,0.07,0,0.07,0.08,0,0.423,-0.0032,0.0001,1440
05/15/2020,SPY200515C00200000,0,0,137.88,138.38,0,0.6975,0.9505,0.0008,0,200.000,SPY200515P00200000,0.09,-0.005,0.09,0.1,250,0.4155,-0.0041,0.0002,2224
05/15/2020,SPY200515C00205000,0,0,132.9,133.39,0,0.6577,0.9511,0.0009,0,205.000,SPY200515P00205000,0.1,-0.005,0.1,0.11,100,0.4022,-0.0046,0.0002,1022
05/15/2020,SPY200515C00210000,0,0,127.91,128.41,0,0.6199,0.9516,0.0009,0,210.000,SPY200515P00210000,0.12,0,0.11,0.12,0,0.3897,-0.0053,0.0002,1273
05/15/2020,SPY200515C00215000,0,0,122.93,123.43,0,0.5841,0.952,0.001,0,215.000,SPY200515P00215000,0.14,0.005,0.13,0.14,10,0.3789,-0.0063,0.0003,1584
05/15/2020,SPY200515C00220000,0,0,117.95,118.44,0,0.5498,0.9525,0.001,0,220.000,SPY200515P00220000,0.16,0.005,0.15,0.16,135,0.3675,-0.0073,0.0003,1805
05/15/2020,SPY200515C00225000,97.14,0,112.97,113.46,0,0.5174,0.9527,0.0011,8,225.000,SPY200515P00225000,0.16,0,0.17,0.18,0,0.3555,-0.0084,0.0004,1146
05/15/2020,SPY200515C00230000,0,0,107.99,108.49,0,0.4868,0.9528,0.0011,0,230.000,SPY200515P00230000,0.21,0.005,0.19,0.2,30,0.3428,-0.0095,0.0004,7760
05/15/2020,SPY200515C00235000,0,0,103.02,103.51,0,0.4574,0.9528,0.0012,0,235.000,SPY200515P00235000,0.24,0,0.22,0.23,0,0.3319,-0.0111,0.0005,2600
05/15/2020,SPY200515C00240000,91.02,0,98.05,98.54,0,0.4299,0.9525,0.0013,5,240.000,SPY200515P00240000,0.28,0.005,0.25,0.26,50,0.3203,-0.0129,0.0006,1272
05/15/2020,SPY200515C00245000,88.15,0,93.07,93.57,0,0.4032,0.9522,0.0014,0,245.000,SPY200515P00245000,0.3,0,0.29,0.3,0,0.3096,-0.0151,0.0007,3438
05/15/2020,SPY200515C00250000,83.23,0,88.11,88.6,0,0.3783,0.9514,0.0015,5,250.000,SPY200515P00250000,0.36,-0.005,0.33,0.34,627,0.2985,-0.0176,0.0009,6266
05/15/2020,SPY200515C00255000,66.6,0,83.15,83.63,0,0.3545,0.9504,0.0016,32,255.000,SPY200515P00255000,0.42,-0.005,0.38,0.39,71,0.2877,-0.0206,0.001,5241
05/15/2020,SPY200515C00260000,72.46,0,78.21,78.69,0,0.333,0.9485,0.0018,136,260.000,SPY200515P00260000,0.48,-0.015,0.44,0.45,213,0.277,-0.0242,0.0012,18327
05/15/2020,SPY200515C00265000,72.36,-0.345,73.27,73.75,5,0.3123,0.9461,0.002,14,265.000,SPY200515P00265000,0.58,0.005,0.52,0.53,30,0.2675,-0.029,0.0015,5714
05/15/2020,SPY200515C00270000,67.64,-0.145,68.35,68.82,1,0.2933,0.9428,0.0022,30,270.000,SPY200515P00270000,0.67,-0.015,0.61,0.62,342,0.2572,-0.0344,0.0018,4786
05/15/2020,SPY200515C00275000,61.15,0,63.44,63.91,0,0.2756,0.9383,0.0025,13,275.000,SPY200515P00275000,0.8,-0.015,0.72,0.73,920,0.2474,-0.0412,0.0021,6275
05/15/2020,SPY200515C00280000,57.79,-0.24,58.65,59.03,6,0.2616,0.9308,0.0029,193,280.000,SPY200515P00280000,0.92,-0.045,0.86,0.87,713,0.2379,-0.0496,0.0026,10934
05/15/2020,SPY200515C00285000,49.5,0,53.72,54.16,0,0.2448,0.9241,0.0033,27,285.000,SPY200515P00285000,1.11,-0.045,1.03,1.04,203,0.2286,-0.0599,0.0031,10104
05/15/2020,SPY200515C00290000,48.55,0,48.9,49.36,0,0.2315,0.9134,0.0039,341,290.000,SPY200515P00290000,1.36,-0.025,1.25,1.26,910,0.2198,-0.073,0.0038,12298
05/15/2020,SPY200515C00291000,46.29,0,47.94,48.4,0,0.2288,0.911,0.0041,35,291.000,SPY200515P00291000,1.35,-0.095,1.29,1.3,118,0.2177,-0.0756,0.0039,501
05/15/2020,SPY200515C00292000,46.78,0,46.99,47.45,0,0.2265,0.9082,0.0042,10,292.000,SPY200515P00292000,1.43,-0.065,1.34,1.35,313,0.2159,-0.0787,0.0041,389
05/15/2020,SPY200515C00293000,0,0,46.04,46.49,0,0.2239,0.9056,0.0043,0,293.000,SPY200515P00293000,1.53,-0.02,1.39,1.4,169,0.214,-0.0817,0.0042,733
05/15/2020,SPY200515C00294000,38.15,0,45.1,45.52,0,0.2213,0.9028,0.0045,225,294.000,SPY200515P00294000,1.46,-0.145,1.44,1.46,133,0.2122,-0.085,0.0044,953
05/15/2020,SPY200515C00295000,44.15,0,44.14,44.59,0,0.2189,0.8997,0.0047,160,295.000,SPY200515P00295000,1.65,-0.015,1.5,1.51,284,0.2104,-0.0884,0.0045,3448
05/15/2020,SPY200515C00296000,43.18,0,43.19,43.65,0,0.2167,0.8965,0.0048,44,296.000,SPY200515P00296000,1.71,-0.015,1.55,1.57,25,0.2084,-0.0918,0.0047,466
05/15/2020,SPY200515C00297000,37.71,0,42.25,42.7,0,0.2143,0.8932,0.005,6,297.000,SPY200515P00297000,1.78,-0.015,1.61,1.63,82,0.2066,-0.0954,0.0049,807
05/15/2020,SPY200515C00298000,37.77,0,41.31,41.76,0,0.212,0.8897,0.0052,12,298.000,SPY200515P00298000,1.82,-0.045,1.68,1.7,149,0.205,-0.0995,0.0051,1259
05/15/2020,SPY200515C00299000,28.42,0,40.38,40.81,0,0.2096,0.8861,0.0053,977,299.000,SPY200515P00299000,1.9,-0.035,1.74,1.76,32,0.2029,-0.1033,0.0053,990
05/15/2020,SPY200515C00300000,38.45,-0.525,39.44,39.87,2,0.2072,0.8824,0.0055,420,300.000,SPY200515P00300000,1.87,-0.135,1.81,1.83,238,0.2011,-0.1075,0.0055,13804
05/15/2020,SPY200515C00301000,37.95,-0.11,38.51,38.94,2,0.205,0.8784,0.0057,15,301.000,SPY200515P00301000,2.06,-0.015,1.88,1.9,40,0.1992,-0.1118,0.0057,2730
05/15/2020,SPY200515C00302000,34.48,0,37.6,37.99,0,0.2027,0.8741,0.0059,464,302.000,SPY200515P00302000,2.11,-0.05,1.95,1.97,11,0.1972,-0.1162,0.0059,2215
05/15/2020,SPY200515C00303000,36.8,0,36.66,37.08,0,0.2006,0.8697,0.0062,177,303.000,SPY200515P00303000,2.19,-0.05,2.02,2.05,339,0.1953,-0.1207,0.0061,2692
05/15/2020,SPY200515C00304000,35.22,-0.08,35.76,36.13,2,0.1983,0.8651,0.0064,71,304.000,SPY200515P00304000,2.14,-0.19,2.11,2.13,136,0.1936,-0.1258,0.0064,1901
05/15/2020,SPY200515C00305000,34.23,-0.155,34.94,35.2,356,0.1974,0.859,0.0066,2092,305.000,SPY200515P00305000,2.4,-0.015,2.19,2.21,3487,0.1916,-0.1308,0.0066,5796
05/15/2020,SPY200515C00306000,33.15,0,33.91,34.29,0,0.1937,0.8556,0.0069,138,306.000,SPY200515P00306000,2.49,-0.015,2.27,2.29,32,0.1895,-0.1358,0.0069,1647
05/15/2020,SPY200515C00307000,32.84,0.285,33.15,33.36,342,0.1932,0.8485,0.0071,2521,307.000,SPY200515P00307000,2.41,-0.185,2.36,2.38,18,0.1876,-0.1413,0.0071,1299
05/15/2020,SPY200515C00308000,31.71,0,32.13,32.44,0,0.1896,0.8447,0.0074,890,308.000,SPY200515P00308000,2.5,-0.195,2.45,2.47,677,0.1856,-0.1469,0.0074,4161
05/15/2020,SPY200515C00309000,31.62,0,31.32,31.54,0,0.1885,0.8377,0.0076,77,309.000,SPY200515P00309000,2.73,-0.075,2.55,2.57,84,0.1838,-0.1529,0.0077,2276
05/15/2020,SPY200515C00310000,29.73,-0.135,30.3,30.65,9,0.1852,0.8331,0.0079,338,310.000,SPY200515P00310000,2.71,-0.2,2.65,2.67,2055,0.1818,-0.1591,0.0079,14826
05/15/2020,SPY200515C00311000,29.84,0,29.53,29.72,0,0.1841,0.8255,0.0082,237,311.000,SPY200515P00311000,3,-0.025,2.75,2.77,333,0.1797,-0.1654,0.0082,2938
05/15/2020,SPY200515C00312000,28.27,0,28.54,28.83,0,0.1808,0.8205,0.0085,449,312.000,SPY200515P00312000,3.13,-0.005,2.86,2.88,737,0.1778,-0.1721,0.0085,1941
05/15/2020,SPY200515C00313000,27,0,27.65,27.94,0,0.1786,0.8137,0.0088,387,313.000,SPY200515P00313000,3.07,-0.185,2.97,3,152,0.1759,-0.1791,0.0089,1769
05/15/2020,SPY200515C00314000,26.21,-0.135,26.79,27.04,6,0.1765,0.8065,0.0091,109,314.000,SPY200515P00314000,3.38,-0.005,3.09,3.12,643,0.1739,-0.1864,0.0092,3871
05/15/2020,SPY200515C00315000,25.77,0,25.88,26.18,0,0.1742,0.7994,0.0095,985,315.000,SPY200515P00315000,3.24,-0.275,3.21,3.23,1751,0.1717,-0.1938,0.0095,7219
05/15/2020,SPY200515C00316000,25.16,0,25.05,25.28,0,0.1722,0.7915,0.0098,1167,316.000,SPY200515P00316000,3.69,0.04,3.34,3.36,369,0.1698,-0.2017,0.0099,2055
05/15/2020,SPY200515C00317000,23.96,0.21,24.27,24.33,25,0.17,0.7835,0.0102,1631,317.000,SPY200515P00317000,3.81,0.015,3.47,3.51,85,0.1679,-0.2101,0.0102,2546
05/15/2020,SPY200515C00318000,23.25,0.355,23.41,23.47,3,0.1679,0.7751,0.0105,1614,318.000,SPY200515P00318000,3.95,0.01,3.61,3.64,281,0.1657,-0.2185,0.0106,2796
05/15/2020,SPY200515C00319000,22.35,0.295,22.56,22.64,1,0.166,0.766,0.0109,772,319.000,SPY200515P00319000,3.81,-0.285,3.76,3.78,48,0.1636,-0.2275,0.011,3820
05/15/2020,SPY200515C00320000,21.34,0.125,21.71,21.76,6,0.1635,0.7572,0.0113,816,320.000,SPY200515P00320000,3.99,-0.27,3.91,3.94,991,0.1617,-0.2368,0.0114,6960
05/15/2020,SPY200515C00321000,20.19,-0.19,20.87,20.93,5,0.1614,0.7475,0.0117,2315,321.000,SPY200515P00321000,4.38,-0.045,4.07,4.1,16,0.1596,-0.2466,0.0118,3916
05/15/2020,SPY200515C00322000,19.46,-0.095,20.03,20.09,2,0.1591,0.7377,0.0121,1410,322.000,SPY200515P00322000,4.6,-0.005,4.24,4.27,127,0.1576,-0.2568,0.0122,3190
05/15/2020,SPY200515C00323000,18.62,-0.12,19.21,19.27,105,0.157,0.7272,0.0125,2418,323.000,SPY200515P00323000,4.53,-0.26,4.41,4.45,6,0.1555,-0.2673,0.0126,1689
05/15/2020,SPY200515C00324000,17.69,-0.245,18.39,18.47,7,0.155,0.7161,0.0129,1834,324.000,SPY200515P00324000,4.91,-0.07,4.6,4.63,513,0.1535,-0.2784,0.013,3705
05/15/2020,SPY200515C00325000,16.95,-0.185,17.58,17.64,9,0.1526,0.705,0.0134,15275,325.000,SPY200515P00325000,4.82,-0.365,4.79,4.82,1994,0.1513,-0.2898,0.0135,12065
05/15/2020,SPY200515C00326000,16.29,-0.055,16.78,16.86,1,0.1506,0.693,0.0138,1906,326.000,SPY200515P00326000,5.3,-0.1,4.99,5.02,155,0.1492,-0.3018,0.0139,50878
05/15/2020,SPY200515C00327000,15.16,-0.41,16,16.05,95,0.1483,0.6807,0.0143,2827,327.000,SPY200515P00327000,5.3,-0.325,5.2,5.23,674,0.1471,-0.3143,0.0144,51952
